"","RecordType","Latitude","Longitude","ZIP","VIN","MAKE","MODEL","BODY","YEAR","SELLER","CITY","COUNTYNUM","WGT","STATE","MON","NewUsed","RecodedType","Geography","NewZips","CarCount","Dealer"
"1691552","CarSale",38.63,-121.33,95608,"5FNYF5H96GB041939","HOND","PILOT TOUR","UT",2016,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201606,"New",1,2,95608,1,NA
"1691553","CarSale",38.63,-121.33,95608,"5FNYF6H53GB086310","HOND","PILOT EXL","UT",2016,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201606,"New",1,2,95608,1,NA
"1691706","CarSale",38.63,-121.33,95608,"1HGCP2F82AA075877","HOND","ACCORD EX-L","4D",2010,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201606,"Used",2,2,95608,1,NA
"1691708","CarSale",38.63,-121.33,95608,"5FNYF3H96DB017947","HOND","PILOT TOUR","UT",2013,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201606,"Used",2,2,95608,1,NA
"1691709","CarSale",38.63,-121.33,95608,"5J6RM4H75EL011631","HOND","CR-V EX-L","UT",2014,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201606,"Used",2,2,95608,1,NA
"1691718","CarSale",38.63,-121.33,95608,"19XFB2F90DE257050","HOND","CIVIC EX-L","4D",2013,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201606,"Used",2,2,95608,1,NA
"1691719","CarSale",38.63,-121.33,95608,"1HGCR2F38FA142410","HOND","ACCORD LX","4D",2015,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201606,"Used",2,2,95608,1,NA
"1691882","CarSale",38.63,-121.33,95608,"5FNRL5H67GB105103","HOND","ODYSSEY EXL","VN",2016,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201609,"New",1,2,95608,1,NA
"1691948","CarSale",38.63,-121.33,95608,"19XFC2F71GE225191","HOND","CIVIC EX","4D",2016,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201607,"New",1,2,95608,1,NA
"1691949","CarSale",38.63,-121.33,95608,"2HGFC3B70GH354945","HOND","CIVIC EX-L","CP",2016,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201607,"New",1,2,95608,1,NA
"1691951","CarSale",38.63,-121.33,95608,"3CZRU6H50GM749980","HOND","HR-V EX","UT",2016,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201607,"New",1,2,95608,1,NA
"1691952","CarSale",38.63,-121.33,95608,"5FNRL5H60GB087222","HOND","ODYSSEY EXL","VN",2016,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"R","CA",201607,"New",1,2,95608,1,NA
"1691953","CarSale",38.63,-121.33,95608,"19XFC2F6XGE223804","HOND","CIVIC LX","4D",2016,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201607,"New",1,2,95608,1,NA
"1691954","CarSale",38.63,-121.33,95608,"19XFC2F76GE227941","HOND","CIVIC EX","4D",2016,"FOLSOM LAKE HONDA","CARMICHAEL",67,"R","CA",201607,"New",1,2,95608,1,NA
"1691955","CarSale",38.63,-121.33,95608,"1HGCR2F53GA235130","HOND","ACCORD SPRT","4D",2016,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201607,"New",1,2,95608,1,NA
"1691956","CarSale",38.63,-121.33,95608,"1HGCR2F54GA230566","HOND","ACCORD SPRT","4D",2016,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201607,"New",1,2,95608,1,NA
"1691957","CarSale",38.63,-121.33,95608,"2HKRM3H40GH552521","HOND","CR-V SE","UT",2016,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201607,"New",1,2,95608,1,NA
"1691958","CarSale",38.63,-121.33,95608,"3CZRM3H37GG703090","HOND","CR-V LX","UT",2016,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201607,"New",1,2,95608,1,NA
"1691959","CarSale",38.63,-121.33,95608,"5FNRL5H9XGB096634","HOND","ODYSSEY TOU","VN",2016,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201607,"New",1,2,95608,1,NA
"1691984","CarSale",38.63,-121.33,95608,"1HGCR2F74DA226840","HOND","ACCORD EX","4D",2013,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201609,"Used",2,2,95608,1,NA
"1692026","CarSale",38.63,-121.33,95608,"2HGFC4B55GH307804","HOND","CIVIC LX","CP",2016,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201608,"New",1,2,95608,1,NA
"1692072","CarSale",38.63,-121.33,95608,"JTEBU5JR3D5128602","TOYT","4RUNNER SR5","UT",2013,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201607,"Used",2,2,95608,1,NA
"1692080","CarSale",38.63,-121.33,95608,"2HGFB6E56DH702502","HOND","CIVIC Si","CP",2013,"ELK GROVE HONDA","CARMICHAEL",67,"","CA",201607,"Used",2,2,95608,1,NA
"1692278","CarSale",38.63,-121.33,95608,"3CZRM3H31GG706079","HOND","CR-V LX","UT",2016,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201608,"New",1,2,95608,1,NA
"1692279","CarSale",38.63,-121.33,95608,"3CZRM3H34GG705699","HOND","CR-V LX","UT",2016,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201608,"New",1,2,95608,1,NA
"1692280","CarSale",38.63,-121.33,95608,"1HGCR2F35GA221681","HOND","ACCORD LX","4D",2016,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201608,"New",1,2,95608,1,NA
"1692281","CarSale",38.63,-121.33,95608,"1HGCR2F56GA231380","HOND","ACCORD SPRT","4D",2016,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201608,"New",1,2,95608,1,NA
"1692313","CarSale",38.63,-121.33,95608,"1HGCR2F31EA168443","HOND","ACCORD LX","4D",2014,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201609,"Used",2,2,95608,1,NA
"1692418","CarSale",38.63,-121.33,95608,"5FNYF4H9XFB031228","HOND","PILOT TOUR","UT",2015,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201608,"Used",2,2,95608,1,NA
"1692419","CarSale",38.63,-121.33,95608,"JM1BL1UG8C1672643","MAZD","MAZDA3 SPRT","4D",2012,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201608,"Used",2,2,95608,1,NA
"1692420","CarSale",38.63,-121.33,95608,"JHMGK5H7XGX039556","HOND","FIT EX","5D",2016,"ELK GROVE HONDA","CARMICHAEL",67,"","CA",201609,"New",1,2,95608,1,NA
"1692428","CarSale",38.63,-121.33,95608,"5NPE24AF1FH119441","HYUN","SONATA SE","4D",2015,"ELK GROVE HONDA","CARMICHAEL",67,"","CA",201608,"Used",2,2,95608,1,NA
"1692528","CarSale",38.63,-121.33,95608,"JHMGK5H7XGX039556","HOND","FIT EX","5D",2016,"ELK GROVE HONDA","CARMICHAEL",67,"","CA",201609,"New",1,2,95608,1,NA
"1692530","CarSale",38.63,-121.33,95608,"5FNRL5H66GB104699","HOND","ODYSSEY EXL","VN",2016,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201609,"New",1,2,95608,1,NA
"1692574","CarSale",38.63,-121.33,95608,"1HGCR2F31EA168443","HOND","ACCORD LX","4D",2014,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201609,"Used",2,2,95608,1,NA
"1692608","CarSale",38.63,-121.33,95608,"1HGCR3F08GA034799","HOND","ACCORD EX-L","4D",2016,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201609,"New",1,2,95608,1,NA
"1692699","CarSale",38.63,-121.33,95608,"19XFC1F76GE219252","HOND","CIVIC EX-L","4D",2016,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201609,"New",1,2,95608,1,NA
"1692700","CarSale",38.63,-121.33,95608,"2HGFC4B09GH302870","HOND","CIVIC LX-P","CP",2016,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201609,"New",1,2,95608,1,NA
"1692701","CarSale",38.63,-121.33,95608,"5FNYF6H0XGB109697","HOND","PILOT ELITE","UT",2016,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201609,"New",1,2,95608,1,NA
"1692703","CarSale",38.63,-121.33,95608,"2HGFC3B32GH357598","HOND","CIVIC EX-T","4D",2016,"ELK GROVE HONDA","CARMICHAEL",67,"","CA",201609,"New",1,2,95608,1,NA
"1692705","CarSale",38.63,-121.33,95608,"5FNRL5H66GB104699","HOND","ODYSSEY EXL","VN",2016,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201609,"New",1,2,95608,1,NA
"1692749","CarSale",38.63,-121.33,95608,"2HGFC3B32GH357598","HOND","CIVIC EX-T","4D",2016,"ELK GROVE HONDA","CARMICHAEL",67,"","CA",201609,"New",1,2,95608,1,NA
"1692780","CarSale",38.63,-121.33,95608,"5FNYF6H0XGB109697","HOND","PILOT ELITE","UT",2016,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201609,"New",1,2,95608,1,NA
"1692783","CarSale",38.63,-121.33,95608,"5FNRL5H67GB105103","HOND","ODYSSEY EXL","VN",2016,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201609,"New",1,2,95608,1,NA
"1692784","CarSale",38.63,-121.33,95608,"5J6RM4H70GL106231","HOND","CR-V EX-L","UT",2016,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201609,"New",1,2,95608,1,NA
"1692895","CarSale",38.63,-121.33,95608,"1HGCR2F74DA226840","HOND","ACCORD EX","4D",2013,"FOLSOM LAKE HONDA","CARMICHAEL",67,"","CA",201609,"Used",2,2,95608,1,NA
"1692949","CarSale",38.63,-121.33,95608,"2HGFC4B09GH302870","HOND","CIVIC LX-P","CP",2016,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201609,"New",1,2,95608,1,NA
"1693000","CarSale",38.63,-121.33,95608,"19XFC1F76GE219252","HOND","CIVIC EX-L","4D",2016,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201609,"New",1,2,95608,1,NA
"1693252","CarSale",38.63,-121.33,95609,"5FNYF6H02GB102808","HOND","PILOT ELITE","UT",2016,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201609,"New",1,2,95608,1,NA
"1693336","CarSale",38.63,-121.33,95609,"5FNYF6H02GB102808","HOND","PILOT ELITE","UT",2016,"AUTONATION HONDA ROSEVILLE","CARMICHAEL",67,"","CA",201609,"New",1,2,95608,1,NA
"1693733","CarSale",38.64,-120.5,95636,"2HGFC2F70GH528114","HOND","CIVIC EX","4D",2016,"ELK GROVE HONDA","GRIZZLY FLATS",17,"R","CA",201602,"New",1,2,95636,1,NA
"1704535","CarSale",38.65,-121.52,95834,"2HGFC2F76GH528487","HOND","CIVIC EX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201602,"New",1,2,95834,1,NA
"1705015","CarSale",38.65,-121.52,95834,"1HGCR2F82GA158258","HOND","ACCORD EX-L","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201604,"New",1,2,95834,1,NA
"1705516","CarSale",38.65,-121.52,95834,"1HGCR2F53GA206307","HOND","ACCORD SPRT","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201606,"New",1,2,95834,1,NA
"1705756","CarSale",38.65,-121.52,95834,"1HGCR2F51GA221307","HOND","ACCORD SPRT","4D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201607,"New",1,2,95834,1,NA
"1706024","CarSale",38.65,-121.52,95834,"2HGFC1F72GH650015","HOND","CIVIC EX-L","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201608,"New",1,2,95834,1,NA
"1706025","CarSale",38.65,-121.52,95834,"19XFC1F75GE210154","HOND","CIVIC EX-L","4D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201608,"New",1,2,95834,1,NA
"1706130","CarSale",38.65,-121.52,95834,"5FNRL5H68GB050130","HOND","ODYSSEY EXL","VN",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201601,"New",1,2,95834,1,NA
"1706132","CarSale",38.65,-121.52,95834,"1HGCT1B71GA002883","HOND","ACCORD EX","CP",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201601,"New",1,2,95834,1,NA
"1706133","CarSale",38.65,-121.52,95834,"5FNRL5H35GB048583","HOND","ODYSSEY SE","VN",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201601,"New",1,2,95834,1,NA
"1706167","CarSale",38.65,-121.52,95834,"1N4AL3AP4FC249651","NISS","ALTIMA 2.5","4D",2015,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201608,"Used",2,2,95834,1,NA
"1706206","CarSale",38.65,-121.52,95834,"1HGCR2F84FA196315","HOND","ACCORD EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201601,"Used",2,2,95834,1,NA
"1706301","CarSale",38.65,-121.52,95834,"1HGCT2B80EA002191","HOND","ACCORD EX-L","CP",2014,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201604,"Used",2,2,95834,1,NA
"1706317","CarSale",38.65,-121.52,95834,"1HGCR2F56GA115161","HOND","ACCORD SPRT","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201602,"New",1,2,95834,1,NA
"1706318","CarSale",38.65,-121.52,95834,"1HGCR2F71GA019021","HOND","ACCORD EX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201602,"New",1,2,95834,1,NA
"1706319","CarSale",38.65,-121.52,95834,"1HGCR2F81GA054862","HOND","ACCORD EX-L","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201602,"New",1,2,95834,1,NA
"1706320","CarSale",38.65,-121.52,95834,"5FNRL5H6XGB017713","HOND","ODYSSEY EXL","VN",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201602,"New",1,2,95834,1,NA
"1706332","CarSale",38.65,-121.52,95834,"19XFC1F73GE219273","HOND","CIVIC EX-L","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201609,"New",1,2,95834,1,NA
"1706536","CarSale",38.65,-121.52,95834,"19XFC1F92GE207133","HOND","CIVIC TOUR","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"R","CA",201603,"New",1,2,95834,1,NA
"1706537","CarSale",38.65,-121.52,95834,"19XFC1F99GE207081","HOND","CIVIC TOUR","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"R","CA",201603,"New",1,2,95834,1,NA
"1706538","CarSale",38.65,-121.52,95834,"19XFC2F58GE207527","HOND","CIVIC LX","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"R","CA",201603,"New",1,2,95834,1,NA
"1706539","CarSale",38.65,-121.52,95834,"19XFC2F79GE208851","HOND","CIVIC EX","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201603,"New",1,2,95834,1,NA
"1706540","CarSale",38.65,-121.52,95834,"1HGCR2F84FA150886","HOND","ACCORD EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201603,"New",1,2,95834,1,NA
"1706541","CarSale",38.65,-121.52,95834,"5J6RM3H34GL007094","HOND","CR-V LX","UT",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201603,"New",1,2,95834,1,NA
"1706542","CarSale",38.65,-121.52,95834,"19XFC2F59GE205026","HOND","CIVIC LX","4D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201603,"New",1,2,95834,1,NA
"1706543","CarSale",38.65,-121.52,95834,"2HKRM3H55GH512752","HOND","CR-V EX","UT",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201603,"New",1,2,95834,1,NA
"1706544","CarSale",38.65,-121.52,95834,"3CZRM3H59GG704307","HOND","CR-V EX","UT",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201603,"New",1,2,95834,1,NA
"1706628","CarSale",38.65,-121.52,95834,"5FNRL5H6XFB067140","HOND","ODYSSEY EXL","VN",2015,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201603,"Used",2,2,95834,1,NA
"1706813","CarSale",38.65,-121.52,95834,"1HGCR2F7XGA157107","HOND","ACCORD EX","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"R","CA",201604,"New",1,2,95834,1,NA
"1706816","CarSale",38.65,-121.52,95834,"1HGCR2F06GA000998","HOND","ACCORD EX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201604,"New",1,2,95834,1,NA
"1706817","CarSale",38.65,-121.52,95834,"19XFC2F50GE208591","HOND","CIVIC LX","4D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"R","CA",201604,"New",1,2,95834,1,NA
"1706896","CarSale",38.65,-121.52,95834,"1HGCR2F53EA216428","HOND","ACCORD SPRT","4D",2014,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201604,"Used",2,2,95834,1,NA
"1706985","CarSale",38.65,-121.52,95834,"19XFC1F4XGE215307","HOND","CIVIC EX-T","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201607,"New",1,2,95834,1,NA
"1707028","CarSale",38.65,-121.52,95834,"1HGCR2F34GA192786","HOND","ACCORD LX","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201605,"New",1,2,95834,1,NA
"1707029","CarSale",38.65,-121.52,95834,"2HGFC1F90GH637538","HOND","CIVIC TOUR","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201605,"New",1,2,95834,1,NA
"1707030","CarSale",38.65,-121.52,95834,"3CZRU5H5XGM728838","HOND","HR-V EX","UT",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201605,"New",1,2,95834,1,NA
"1707031","CarSale",38.65,-121.52,95834,"19XFC1F91GE210654","HOND","CIVIC TOUR","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201605,"New",1,2,95834,1,NA
"1707032","CarSale",38.65,-121.52,95834,"2HKRM4H76GH635791","HOND","CR-V EX-L","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201605,"New",1,2,95834,1,NA
"1707033","CarSale",38.65,-121.52,95834,"5J6RM4H31GL068084","HOND","CR-V LX","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201605,"New",1,2,95834,1,NA
"1707108","CarSale",38.65,-121.52,95834,"2HKRM3H7XDH504594","HOND","CR-V EX-L","UT",2013,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201605,"Used",2,2,95834,1,NA
"1707113","CarSale",38.65,-121.52,95834,"5FNRL5H64DB074159","HOND","ODYSSEY EXL","VN",2013,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201605,"Used",2,2,95834,1,NA
"1707250","CarSale",38.65,-121.52,95834,"1HGCR2F35GA214813","HOND","ACCORD LX","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201606,"New",1,2,95834,1,NA
"1707251","CarSale",38.65,-121.52,95834,"2HGFC2F56GH529363","HOND","CIVIC LX","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201606,"New",1,2,95834,1,NA
"1707252","CarSale",38.65,-121.52,95834,"1HGCR2F51GA195582","HOND","ACCORD SPRT","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201606,"New",1,2,95834,1,NA
"1707253","CarSale",38.65,-121.52,95834,"19XFC1F92GE213451","HOND","CIVIC TOUR","4D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201606,"New",1,2,95834,1,NA
"1707254","CarSale",38.65,-121.52,95834,"1HGCR2F53GA162521","HOND","ACCORD SPRT","4D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"R","CA",201606,"New",1,2,95834,1,NA
"1707361","CarSale",38.65,-121.52,95834,"1HGCR2F58FA080718","HOND","ACCORD SPRT","4D",2015,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201606,"Used",2,2,95834,1,NA
"1707431","CarSale",38.65,-121.52,95834,"2HKRM3H52GH553887","HOND","CR-V EX","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201609,"New",1,2,95834,1,NA
"1707491","CarSale",38.65,-121.52,95834,"19XFC2F75GE231074","HOND","CIVIC EX","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201607,"New",1,2,95834,1,NA
"1707492","CarSale",38.65,-121.52,95834,"5FNYF6H51GB091053","HOND","PILOT EXL","UT",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201607,"New",1,2,95834,1,NA
"1707556","CarSale",38.65,-121.52,95834,"19XFC2F59GE235918","HOND","CIVIC LX","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201608,"New",1,2,95834,1,NA
"1707557","CarSale",38.65,-121.52,95834,"JHMGK5H57GX033647","HOND","FIT LX","5D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201608,"New",1,2,95834,1,NA
"1707593","CarSale",38.65,-121.52,95834,"4T1BF1FK4FU900757","TOYT","CAMRY","4D",2015,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201607,"Used",2,2,95834,1,NA
"1707679","CarSale",38.65,-121.52,95834,"19XFC2F52GE240488","HOND","CIVIC LX","4D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201609,"New",1,2,95834,1,NA
"1707680","CarSale",38.65,-121.52,95834,"2HGFC2F59GH538252","HOND","CIVIC LX","4D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"R","CA",201609,"New",1,2,95834,1,NA
"1707735","CarSale",38.65,-121.52,95834,"19XFC2F51GE233810","HOND","CIVIC LX","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"R","CA",201608,"New",1,2,95834,1,NA
"1707737","CarSale",38.65,-121.52,95834,"1HGCR2F82GA233010","HOND","ACCORD EX-L","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201608,"New",1,2,95834,1,NA
"1707760","CarSale",38.65,-121.52,95834,"2HGFC2F53GH520524","HOND","CIVIC LX","4D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201609,"Used",2,2,95834,1,NA
"1707819","CarSale",38.65,-121.52,95834,"19XFC2F53GE237955","HOND","CIVIC LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201609,"New",1,2,95834,1,NA
"1707824","CarSale",38.65,-121.52,95834,"1HGCR2F71GA019021","HOND","ACCORD EX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201608,"Used",2,2,95834,1,NA
"1707871","CarSale",38.65,-121.52,95834,"19XFC1F73GE219273","HOND","CIVIC EX-L","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201609,"New",1,2,95834,1,NA
"1707946","CarSale",38.65,-121.52,95834,"2HKRM3H52GH553887","HOND","CR-V EX","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201609,"New",1,2,95834,1,NA
"1707975","CarSale",38.65,-121.52,95834,"19XFC2F52GE240488","HOND","CIVIC LX","4D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201609,"New",1,2,95834,1,NA
"1707976","CarSale",38.65,-121.52,95834,"2HGFC2F59GH538252","HOND","CIVIC LX","4D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"R","CA",201609,"New",1,2,95834,1,NA
"1708074","CarSale",38.65,-121.52,95834,"2HGFC2F53GH520524","HOND","CIVIC LX","4D",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201609,"Used",2,2,95834,1,NA
"1708198","CarSale",38.65,-121.52,95834,"19XFC2F53GE237955","HOND","CIVIC LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201609,"New",1,2,95834,1,NA
"1714281","CarSale",38.65,-121.44,95838,"1HGCR2F31GA115342","HOND","ACCORD LX","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201602,"New",1,2,95838,1,NA
"1715906","CarSale",38.65,-121.44,95838,"1HGCR2F38GA146636","HOND","ACCORD LX","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"R","CA",201604,"New",1,2,95838,1,NA
"1715907","CarSale",38.65,-121.44,95838,"1HGCR2F55GA160365","HOND","ACCORD SPRT","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201604,"New",1,2,95838,1,NA
"1716100","CarSale",38.65,-121.44,95838,"1HGCR2F36GA074478","HOND","ACCORD LX","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201605,"New",1,2,95838,1,NA
"1716550","CarSale",38.65,-121.44,95838,"2HGFB6E57CH704323","HOND","CIVIC Si","CP",2012,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201607,"Used",2,2,95838,1,NA
"1716637","CarSale",38.65,-121.44,95838,"1HGCR2F31GA211732","HOND","ACCORD LX","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201608,"New",1,2,95838,1,NA
"1716638","CarSale",38.65,-121.44,95838,"2HKRM4H78GH677329","HOND","CR-V EX-L","UT",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201608,"New",1,2,95838,1,NA
"1716686","CarSale",38.65,-121.44,95838,"19XFB2F58FE287378","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201601,"New",1,2,95838,1,NA
"1716687","CarSale",38.65,-121.44,95838,"19XFC1F39GE205777","HOND","CIVIC EX-T","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201601,"New",1,2,95838,1,NA
"1716688","CarSale",38.65,-121.44,95838,"19XFC1F3XGE205772","HOND","CIVIC EX-T","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201601,"New",1,2,95838,1,NA
"1716689","CarSale",38.65,-121.44,95838,"1HGCR2F32GA015315","HOND","ACCORD LX","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201601,"New",1,2,95838,1,NA
"1716690","CarSale",38.65,-121.44,95838,"1HGCR2F37GA093699","HOND","ACCORD LX","4D",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201601,"New",1,2,95838,1,NA
"1716691","CarSale",38.65,-121.44,95838,"5FNRL5H61GB022377","HOND","ODYSSEY EXL","VN",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"R","CA",201601,"New",1,2,95838,1,NA
"1716693","CarSale",38.65,-121.44,95838,"1HGCR2F54GA040508","HOND","ACCORD SPRT","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201601,"New",1,2,95838,1,NA
